image_name,Annotator 1,Annotator 2,Annotator 3,Final labelling
MAMN (1649).jpg,neutral,neutral,neutral,neutral
MAMN (1959).jpg,neutral,neutral,neutral,neutral
KAM(1271).jpg,positive,positive,positive,positive
kiwi (240).jpg,neutral,neutral,neutral,neutral
MAMN (1208).jpg,neutral,neutral,neutral,neutral
osage (209).jpg,negative,negative,negative,negative
dirty (106).jpg,negative,negative,negative,negative
yellow (179).jpg,negative,negative,negative,negative
MAMN (1370).jpg,neutral,neutral,neutral,neutral
grape (146).jpg,negative,negative,negative,negative
MAMN (310).jpg,neutral,neutral,neutral,neutral
MAMN (1574).jpg,neutral,neutral,neutral,neutral
avocados (341).jpg,negative,negative,negative,negative
KAM(1309).jpg,positive,positive,positive,positive
osage (19).jpg,neutral,neutral,neutral,neutral
KAM(1240).jpg,positive,positive,positive,positive
KAM (2).jpg,positive,positive,positive,positive
KAM(7).jpg,negative,negative,negative,negative
MAMN (1193).jpg,neutral,neutral,neutral,neutral
avocados (574).jpg,negative,negative,negative,negative
MAMN (1554).jpg,neutral,neutral,neutral,neutral
KAM(1119).jpg,positive,positive,positive,positive
KAM (512).jpg,positive,positive,positive,positive
meme9.png,negative,negative,negative,negative
apple (15).jpg,positive,positive,positive,positive
MAMN (406).jpg,neutral,neutral,neutral,neutral
MAMN (1606).jpg,neutral,neutral,negative,neutral
MAMN (569).jpg,positive,neutral,neutral,neutral
MAMN (632).jpg,neutral,neutral,neutral,neutral
osage (256).jpg,negative,negative,negative,negative
KAM (212).jpg,positive,positive,positive,positive
MAMN (1538).jpg,neutral,neutral,neutral,neutral
yellow (484).jpg,negative,negative,negative,negative
KAM(13).png,positive,positive,positive,positive
KAM(966).jpg,negative,negative,negative,negative
MAMN (37).png,neutral,neutral,neutral,neutral
KAM(687).jpg,positive,positive,positive,positive
osage (120).jpg,negative,negative,negative,negative
yellow (221).jpg,negative,negative,negative,negative
KAM(1134).jpg,positive,positive,positive,positive
KAM (113).jpg,positive,positive,positive,positive
KAM (42).png,positive,positive,positive,positive
kiwi (111).jpg,negative,negative,negative,negative
MAMN (1446).jpg,neutral,neutral,neutral,neutral
peach (200).jpg,negative,negative,negative,negative
MAMN (607).jpg,neutral,neutral,neutral,neutral
MAMN (720).jpg,neutral,neutral,neutral,neutral
avocados (215).jpg,negative,negative,negative,negative
KAM(472).jpg,positive,positive,positive,positive
MAMN (911).jpg,neutral,neutral,neutral,neutral
MAMN (1103).jpg,neutral,neutral,neutral,neutral
grape (126).jpg,positive,positive,positive,positive
yellow (231).jpg,negative,negative,negative,negative
KAM (46).png,positive,positive,positive,positive
avocados (575).jpg,neutral,neutral,neutral,neutral
MAMN (579).jpg,neutral,neutral,positive,neutral
MAMN (1895).jpg,neutral,neutral,neutral,neutral
avocados (24).jpg,negative,negative,negative,negative
MAMN (1517).jpg,neutral,neutral,neutral,neutral
MAMN (752).jpg,neutral,neutral,neutral,neutral
peach (174).jpg,negative,negative,negative,negative
apple (92).jpg,positive,positive,positive,positive
MAMN (1666).jpg,neutral,neutral,neutral,neutral
KAM(333).jpg,positive,positive,positive,positive
peach (1).jpg,negative,negative,negative,negative
KAM(228).png,positive,positive,positive,positive
KAM (609).jpg,positive,positive,positive,positive
kiwi (213).jpg,negative,negative,negative,negative
MAMN (1315).jpg,neutral,neutral,neutral,neutral
MAMN (1639).jpg,neutral,neutral,neutral,neutral
kiwi (15).jpg,negative,negative,negative,negative
osage (267).jpg,negative,negative,negative,negative
MAMN (1903).jpg,neutral,neutral,neutral,neutral
papaya (19).jpg,positive,positive,positive,positive
yellow (57).jpg,negative,negative,neutral,negative
KAMM(158).png,negative,negative,negative,negative
papaya (27).jpg,negative,negative,negative,negative
KAM (78).jpg,positive,positive,positive,positive
MAMN (1658).jpg,positive,neutral,negative,neutral
avocados (69).jpg,negative,negative,negative,negative
kiwi (8).jpg,negative,negative,negative,negative
MAMN (426).jpg,neutral,neutral,neutral,neutral
KAM (118).png,positive,positive,positive,positive
osage (339).jpg,positive,positive,positive,positive
MAMN (725).jpg,neutral,neutral,neutral,neutral
grape (6).jpg,positive,positive,positive,positive
MAMN (1442).jpg,neutral,neutral,neutral,neutral
grape (310).jpg,negative,negative,negative,negative
peach (157).jpg,negative,negative,neutral,negative
kiwi (4).jpg,negative,positive,negative,negative
osage (18).jpg,negative,negative,negative,negative
KAM (232).jpg,positive,positive,positive,positive
KAM(1234).jpg,positive,positive,positive,positive
osage (56).jpg,positive,positive,positive,positive
MAMN (1184).jpg,neutral,neutral,neutral,neutral
avocados (547).jpg,negative,negative,negative,negative
MAMN (1277).jpg,neutral,neutral,neutral,neutral
avocados (48).jpg,negative,negative,negative,negative
avocados (712).jpg,negative,negative,negative,negative
KAM(85).png,positive,positive,positive,positive
MAMN (1665).jpg,neutral,neutral,neutral,neutral
KAM(314).jpg,negative,negative,negative,negative
KAM (205).jpg,positive,positive,positive,positive
avocados (335).jpg,negative,negative,negative,negative
MAMN (1056).jpg,neutral,neutral,neutral,neutral
KAM (44).jpg,positive,positive,positive,positive
violance (39).jpg,negative,negative,negative,negative
MAMN (2018).jpg,neutral,neutral,neutral,neutral
KAM(255).jpg,positive,positive,positive,positive
KAM(170).png,negative,negative,negative,negative
yellow (23).jpg,negative,negative,negative,negative
MAMN (818).jpg,neutral,neutral,neutral,neutral
MAMN (2026).jpg,neutral,neutral,neutral,neutral
papaya (99).jpg,positive,positive,positive,positive
peach (182).jpg,negative,negative,negative,negative
MAMN (378).jpg,neutral,neutral,neutral,neutral
KAM (440).jpg,positive,positive,positive,positive
avocados (758).jpg,negative,negative,negative,negative
avocados (562).jpg,negative,negative,negative,negative
MAMN (692).jpg,neutral,neutral,neutral,neutral
MAMN (7).png,neutral,negative,neutral,neutral
MAMN (1577).jpg,neutral,neutral,neutral,neutral
avocados (761).jpg,negative,negative,negative,negative
MAMN (1794).jpg,neutral,neutral,neutral,neutral
yellow (217).jpg,neutral,neutral,positive,neutral
MAMN (561).jpg,neutral,neutral,neutral,neutral
kiwi (93).jpg,negative,negative,negative,negative
apple (178).jpg,negative,negative,negative,negative
MAMN (751).jpg,neutral,neutral,neutral,neutral
apple (131).jpg,positive,positive,positive,positive
peach (14).jpg,positive,positive,positive,positive
KAMM(166).png,negative,negative,negative,negative
KAM(435).jpg,negative,negative,negative,negative
avocados (680).jpg,negative,negative,negative,negative
KAM(1364).jpg,positive,positive,positive,positive
KAM(1219).jpg,negative,negative,negative,negative
kiwi (39).jpg,positive,positive,positive,positive
KAM(388).jpg,positive,positive,positive,positive
MAMN (1014).jpg,neutral,neutral,neutral,neutral
kiwi (26).jpg,negative,negative,negative,negative
MAMN (857).jpg,neutral,neutral,neutral,neutral
MAMN (1365).jpg,neutral,neutral,neutral,neutral
KAM (189).png,negative,negative,negative,negative
grape (208).jpg,neutral,neutral,neutral,neutral
yellow (329).jpg,negative,negative,negative,negative
MAMN (545).jpg,neutral,neutral,neutral,neutral
MAMN (354).jpg,neutral,neutral,positive,neutral
MAMN (1681).jpg,neutral,negative,neutral,neutral
grape (118).jpg,neutral,neutral,neutral,neutral
avocados (576).jpg,positive,positive,positive,positive
yellow (28).jpg,negative,negative,negative,negative
avocados (635).jpg,negative,negative,negative,negative
KAM (411).jpg,positive,positive,positive,positive
grape (236).jpg,positive,positive,positive,positive
MAMN (2040).jpg,neutral,neutral,neutral,neutral
MAMN (1871).jpg,neutral,neutral,neutral,neutral
yellow (13).jpg,negative,negative,negative,negative
avocados (546).jpg,negative,negative,positive,negative
osage (226).jpg,negative,negative,negative,negative
yellow (500).jpg,negative,positive,negative,negative
KAM(216).jpg,negative,negative,neutral,negative
KAM(264).jpg,positive,positive,positive,positive
papaya (129).jpg,negative,negative,negative,negative
KAM(439).jpg,positive,positive,positive,positive
grape (227).jpg,negative,negative,negative,negative
kiwi (147).jpg,negative,negative,negative,negative
KAM(280).jpg,negative,negative,negative,negative
KAM(1104).jpg,positive,positive,positive,positive
grape (277).jpg,neutral,neutral,neutral,neutral
avocados (232).jpg,positive,positive,positive,positive
grape (283).jpg,negative,negative,negative,negative
dirty (55).jpg,negative,negative,negative,negative
avocados (697).jpg,negative,negative,negative,negative
MAMN (967).jpg,neutral,neutral,neutral,neutral
MAMN (1534).jpg,neutral,neutral,neutral,neutral
MAMN (1626).jpg,neutral,neutral,neutral,neutral
osage (34).jpg,negative,negative,negative,negative
MAMN (1033).jpg,neutral,neutral,neutral,neutral
MAMN (1131).jpg,neutral,neutral,neutral,neutral
grape (89).jpg,positive,positive,positive,positive
KAM(129).png,negative,negative,negative,negative
MAMN (447).jpg,neutral,neutral,neutral,neutral
grape (317).jpg,negative,negative,negative,negative
KAM(557).jpg,positive,positive,positive,positive
KAM (547).jpg,positive,positive,positive,positive
KAM(1189).jpg,positive,positive,positive,positive
yellow (71).jpg,negative,negative,negative,negative
papaya (98).jpg,positive,positive,positive,positive
KAM(632).jpg,positive,positive,neutral,positive
KAM(805).jpg,positive,positive,positive,positive
KAM (267).jpg,positive,neutral,positive,positive
grape (245).jpg,negative,positive,positive,positive
KAM(148).jpg,positive,positive,negative,positive
kiwi (13).jpg,positive,positive,positive,positive
MAMN (1521).jpg,neutral,neutral,neutral,neutral
KAM(484).jpg,positive,positive,positive,positive
yellow (341).jpg,negative,negative,negative,negative
KAM (577).jpg,positive,positive,positive,positive
KAM(1031)(1).jpg,negative,negative,negative,negative
osage (344).jpg,negative,negative,negative,negative
KAM (680).jpg,positive,positive,positive,positive
KAM(166).jpg,positive,positive,positive,positive
yellow (276).jpg,negative,negative,negative,negative
KAM(539).jpg,negative,negative,neutral,negative
KAM (588).jpg,negative,negative,negative,negative
KAM(118).jpg,negative,positive,negative,negative
kiwi (122).jpg,negative,negative,negative,negative
yellow (133).jpg,negative,negative,negative,negative
KAM(221).png,positive,positive,positive,positive
peach (57).jpg,negative,negative,negative,negative
apple (116).jpg,neutral,neutral,neutral,neutral
KAM(368).jpg,positive,positive,positive,positive
yellow (14).jpg,negative,negative,negative,negative
KAM(76).png,positive,positive,positive,positive
KAM(205).jpg,positive,positive,positive,positive
KAM(1091).jpg,positive,positive,positive,positive
avocados (762).jpg,negative,negative,negative,negative
KAM(1155).jpg,positive,positive,positive,positive
KAM(1255).jpg,positive,positive,positive,positive
KAM (371).jpg,positive,positive,positive,positive
MAMN (2097).jpg,neutral,neutral,neutral,neutral
grape (70).jpg,positive,positive,positive,positive
kiwi (324).jpg,negative,negative,negative,negative
MAMN (641).jpg,neutral,neutral,neutral,neutral
KAM (219).jpg,negative,negative,negative,negative
KAM(231).jpg,positive,positive,negative,positive
cherry (22).jpg,neutral,neutral,neutral,neutral
KAM(812).jpg,positive,positive,positive,positive
KAM(453).jpg,negative,negative,negative,negative
apple (226).jpg,positive,positive,positive,positive
MAMN (2124).jpg,neutral,neutral,neutral,neutral
grape (102).jpg,negative,negative,negative,negative
meme90.jpg,negative,positive,negative,negative
dirty (87).jpg,negative,negative,negative,negative
yellow (499).jpg,neutral,negative,positive,negative
MAMN (946).jpg,neutral,neutral,neutral,neutral
dirty (51).jpg,negative,negative,negative,negative
avocados (545).jpg,negative,negative,neutral,negative
avocados (752).jpg,positive,negative,negative,negative
avocados (711).jpg,negative,negative,negative,negative
KAM(190).jpg,positive,positive,positive,positive
KAM (203).jpg,positive,positive,positive,positive
MAMN (1404).jpg,neutral,neutral,neutral,neutral
avocados (85).jpg,negative,negative,negative,negative
avocados (673).jpg,negative,negative,negative,negative
peach (178).jpg,negative,negative,negative,negative
MAMN (2046).jpg,neutral,neutral,neutral,neutral
KAM (760).jpg,negative,negative,negative,negative
MAMN (351).jpg,neutral,neutral,neutral,neutral
KAM (21).jpg,positive,positive,positive,positive
avocados (210).jpg,negative,negative,negative,negative
yellow (377).jpg,negative,negative,negative,negative
avocados (156).jpg,negative,negative,negative,negative
MAMN (2103).jpg,neutral,neutral,neutral,neutral
KAM (54).jpg,positive,positive,positive,positive
KAM(874).jpg,positive,neutral,negative,positive
KAM (77).png,positive,positive,positive,positive
avocados (421).jpg,negative,negative,negative,negative
avocados (135).jpg,neutral,neutral,neutral,neutral
KAM(1030)(1).jpg,negative,negative,negative,negative
MAMN (595).jpg,neutral,neutral,neutral,neutral
KAM (103).png,positive,positive,positive,positive
MAMN (1709).jpg,neutral,neutral,neutral,neutral
yellow (496).jpg,negative,negative,negative,negative
KAM (688).jpg,positive,positive,positive,positive
kiwi (312).jpg,neutral,neutral,neutral,neutral
MAMN (1177).jpg,neutral,neutral,neutral,neutral
KAM(236).png,positive,positive,positive,positive
KAM (755).jpg,positive,positive,positive,positive
MAMN (640).jpg,neutral,neutral,neutral,neutral
avocados (718).jpg,negative,negative,negative,negative
KAM(1001).jpg,positive,positive,positive,positive
MAMN (2107).jpg,neutral,neutral,neutral,neutral
KAM(86).jpg,positive,positive,positive,positive
MAMN (1203).jpg,neutral,neutral,neutral,neutral
KAM (636).jpg,positive,positive,positive,positive
kiwi (60).jpg,negative,negative,negative,negative
KAM(67).jpg,positive,negative,negative,negative
KAM (511).jpg,negative,negative,neutral,negative
grape (289).jpg,negative,negative,negative,negative
KAM (86).png,positive,positive,positive,positive
MAMN (2047).jpg,neutral,neutral,neutral,neutral
avocados (587).jpg,negative,negative,negative,negative
grape (342).jpg,negative,negative,positive,negative
avocados (350).jpg,negative,negative,negative,negative
KAM(858).jpg,neutral,negative,negative,negative
MAMN (1805).jpg,neutral,neutral,neutral,neutral
KAM (757).jpg,positive,positive,positive,positive
MAMN (1377).jpg,neutral,neutral,neutral,neutral
KAM(1147).jpg,positive,positive,positive,positive
peach (49).jpg,neutral,positive,positive,positive
KAM(171).png,positive,positive,neutral,positive
KAM(1037).jpg,positive,positive,positive,positive
grape (218).jpg,neutral,neutral,neutral,neutral
KAM (164).jpg,positive,positive,positive,positive
KAM(493).jpg,negative,negative,neutral,negative
violance (66).jpg,positive,positive,positive,positive
KAM (564).jpg,positive,positive,neutral,positive
KAM (57).png,positive,positive,positive,positive
osage (123).jpg,negative,negative,negative,negative
violance (30).jpg,negative,negative,negative,negative
apple (165).jpg,positive,positive,positive,positive
